date,description,amount
2022-08-04,"DOLLAR STORE",-70.97
2022-08-04,"STARBUCKS",-12.15
2022-08-04,"AMAZON.COM",-22.51
2022-08-05,"CHEVRON",-61.58
2022-08-05,"SUBWAY",-16.62
2022-08-05,"DUNKIN",-8.75
2022-08-05,"DOLLAR STORE",-43.83
2022-08-05,"DAVE AND BUSTERS",-34.54
2022-08-05,"AMAZON.COM",-9.59
2022-08-06,"WALMART SUPERCENTER",-24.29
2022-08-06,"CHEVRON",-55.75
2022-08-06,"TACO BELL",-10.72
2022-08-06,"DUNKIN",-7.71
2022-08-06,"UBER",-28.92
2022-08-07,"TRADER JOES",-114.29
2022-08-07,"SHELL OIL",-68.86
2022-08-07,"LOCAL BISTRO",-16.22
2022-08-07,"DUNKIN",-9.15
2022-08-07,"AMAZON PRIME",-8.85
2022-08-07,"LYFT",-14.38
2022-08-07,"7-ELEVEN",-14.82
2022-08-08,"LOCAL MARKET",-103.20
2022-08-08,"SUBWAY",-44.33
2022-08-08,"LOCAL COFFEE SHOP",-10.77
2022-08-08,"CVS PHARMACY",-45.33
2022-08-08,"STARBUCKS",-19.92
2022-08-09,"COSTCO WHOLESALE",-104.94
2022-08-09,"ARCO AMPM",-73.20
2022-08-09,"SUBWAY",-30.81
2022-08-09,"STARBUCKS",-9.11
2022-08-09,"FASTTRAK",-23.63
2022-08-09,"AMC THEATRES",-16.46
2022-08-10,"ARCO AMPM",-70.77
2022-08-10,"SUSHI HOUSE",-17.62
2022-08-10,"LOCAL COFFEE SHOP",-5.11
2022-08-10,"CVS",-25.46
2022-08-10,"LYFT",-7.81
2022-08-10,"AMC THEATRES",-57.12
2022-08-10,"WALGREENS",-18.58
2022-08-11,"VERIZON WIRELESS",-63.85
2022-08-11,"SHELL OIL",-50.31
2022-08-11,"TACO BELL",-30.58
2022-08-11,"DUNKIN",-7.81
2022-08-12,"DOORDASH",-32.04
2022-08-12,"STARBUCKS",-5.31
2022-08-12,"DOLLAR STORE",-83.87
2022-08-13,"TRADER JOES",-116.95
2022-08-13,"CHEVRON",-74.45
2022-08-13,"PIZZA PORT",-38.15
2022-08-13,"LOCAL COFFEE SHOP",-5.31
2022-08-13,"UBER",-4.02
2022-08-13,"DAVE AND BUSTERS",-114.48
2022-08-14,"WATER DISTRICT",-103.70
2022-08-14,"WALMART SUPERCENTER",-83.51
2022-08-14,"EXXON MOBIL",-37.12
2022-08-14,"SUSHI HOUSE",-40.34
2022-08-14,"DUNKIN",-10.07
2022-08-14,"STEAM GAMES",-8.41
2022-08-15,"PAYROLL DEPOSIT",4474.72
2022-08-15,"VERIZON WIRELESS",-149.11
2022-08-15,"SHELL OIL",-41.67
2022-08-15,"UBER EATS",-27.96
2022-08-15,"PHILZ COFFEE",-6.57
2022-08-15,"BART TICKET",-34.85
2022-08-15,"DAVE AND BUSTERS",-23.11
2022-08-15,"CVS PHARMACY",-23.39
2022-08-15,"AMAZON.COM",-10.75
2022-08-15,"STARBUCKS",-15.89
2022-08-16,"EXXON MOBIL",-53.08
2022-08-16,"SUBWAY",-19.99
2022-08-16,"DUNKIN",-6.72
2022-08-16,"LYFT",-17.26
2022-08-16,"RITE AID",-38.03
2022-08-16,"AMAZON.COM",-19.04
2022-08-17,"LOCAL BISTRO",-21.01
2022-08-17,"PHILZ COFFEE",-5.94
2022-08-17,"FASTTRAK",-25.77
2022-08-18,"TRADER JOES",-27.49
2022-08-18,"SHELL OIL",-46.00
2022-08-18,"SUBWAY",-20.71
2022-08-18,"PHILZ COFFEE",-7.97
2022-08-18,"PARKING METER",-9.18
2022-08-18,"MCDONALDS",-21.62
2022-08-19,"CHEVRON",-70.57
2022-08-19,"PIZZA PORT",-11.98
2022-08-19,"LOCAL COFFEE SHOP",-11.11
2022-08-19,"PLAYSTATION NETWORK",-6.89
2022-08-19,"MCDONALDS",-19.15
2022-08-19,"AMAZON.COM",-22.83
2022-08-20,"SAFEWAY",-113.14
2022-08-20,"76 STATION",-52.62
2022-08-20,"DOORDASH",-41.87
2022-08-20,"PEETS COFFEE",-11.32
2022-08-20,"7-ELEVEN",-18.74
2022-08-21,"WALMART SUPERCENTER",-103.33
2022-08-21,"CHEVRON",-63.07
2022-08-21,"CHIPOTLE",-43.39
2022-08-21,"LOCAL COFFEE SHOP",-11.29
2022-08-21,"AMAZON.COM",-60.07
2022-08-21,"DAVE AND BUSTERS",-21.22
2022-08-22,"COMCAST INTERNET",-79.99
2022-08-22,"SHELL OIL",-48.11
2022-08-22,"LOCAL BISTRO",-23.04
2022-08-22,"PEETS COFFEE",-8.80
2022-08-22,"BEST BUY",-67.77
2022-08-22,"UBER",-26.86
2022-08-22,"AMAZON.COM",-9.49
2022-08-22,"STARBUCKS",-19.80
2022-08-22,"MCDONALDS",-16.71
2022-08-23,"ARCO AMPM",-37.07
2022-08-23,"LOCAL BISTRO",-34.28
2022-08-23,"PHILZ COFFEE",-11.08
2022-08-23,"MCDONALDS",-16.56
2022-08-23,"7-ELEVEN",-9.35
2022-08-24,"MCDONALDS",-29.27
2022-08-24,"STARBUCKS",-9.46
2022-08-25,"SHELL OIL",-73.16
2022-08-25,"PANERA BREAD",-34.27
2022-08-25,"LOCAL COFFEE SHOP",-4.78
2022-08-25,"UBER",-11.62
2022-08-25,"STARBUCKS",-13.20
2022-08-25,"AMAZON.COM",-8.94
2022-08-25,"MCDONALDS",-9.54
2022-08-26,"VERIZON WIRELESS",-119.02
2022-08-26,"SUSHI HOUSE",-34.40
2022-08-26,"DUNKIN",-8.63
2022-08-26,"PARKING METER",-29.64
2022-08-27,"TRADER JOES",-88.05
2022-08-27,"76 STATION",-66.97
2022-08-27,"CHIPOTLE",-19.71
2022-08-27,"STARBUCKS",-9.09
2022-08-27,"UNIQLO",-50.86
2022-08-27,"BART TICKET",-16.37
2022-08-28,"LOCAL MARKET",-84.62
2022-08-28,"ARCO AMPM",-43.99
2022-08-28,"SUSHI HOUSE",-44.65
2022-08-28,"PEETS COFFEE",-10.09
2022-08-28,"7-ELEVEN",-15.00
2022-08-28,"AMAZON.COM",-11.19
2022-08-29,"COMCAST INTERNET",-90.37
2022-08-29,"EXXON MOBIL",-57.21
2022-08-29,"CHIPOTLE",-14.89
2022-08-29,"PEETS COFFEE",-4.84
2022-08-29,"LIME SCOOTER",-12.21
2022-08-29,"MCDONALDS",-18.27
2022-08-30,"CHEVRON",-67.23
2022-08-30,"PANERA BREAD",-36.43
2022-08-30,"PEETS COFFEE",-6.14
2022-08-30,"DOLLAR STORE",-73.83
2022-08-30,"BART TICKET",-27.20
2022-08-31,"SAFEWAY",-110.56
2022-08-31,"76 STATION",-39.56
2022-08-31,"SUSHI HOUSE",-37.89
2022-08-31,"PHILZ COFFEE",-7.63
2022-08-31,"CLIPPER CARD",-12.59
2022-08-31,"MCDONALDS",-18.77
2022-09-01,"ACH PAYROLL",4232.86
2022-09-01,"SUMMIT VILLAGE APT",-2400.00
2022-09-01,"EXXON MOBIL",-70.28
2022-09-01,"DOORDASH",-22.16
2022-09-01,"LOCAL COFFEE SHOP",-4.82
2022-09-01,"LYFT",-31.13
2022-09-01,"24 HOUR FITNESS",-39.86
2022-09-02,"WATER DISTRICT",-78.13
2022-09-02,"CHEVRON",-53.61
2022-09-02,"PIZZA PORT",-35.09
2022-09-02,"PHILZ COFFEE",-5.42
2022-09-02,"WALGREENS",-41.31
2022-09-03,"SDG&E UTILITIES",-120.36
2022-09-03,"LOCAL MARKET",-113.55
2022-09-03,"SHELL OIL",-47.03
2022-09-03,"LOCAL BISTRO",-44.90
2022-09-03,"PEETS COFFEE",-9.52
2022-09-03,"UNIQLO",-10.31
2022-09-03,"FASTTRAK",-6.18
2022-09-03,"AMAZON.COM",-6.99
2022-09-04,"SPROUTS FARMERS MKT",-97.94
2022-09-04,"SHELL OIL",-51.62
2022-09-04,"PIZZA PORT",-32.11
2022-09-04,"LOCAL COFFEE SHOP",-4.22
2022-09-04,"UNIQLO",-82.35
2022-09-04,"STARBUCKS",-11.86
2022-09-05,"ARCO AMPM",-47.60
2022-09-05,"SUBWAY",-10.89
2022-09-05,"LOCAL COFFEE SHOP",-10.62
2022-09-06,"PIZZA PORT",-28.57
2022-09-06,"PEETS COFFEE",-8.60
2022-09-06,"DAVE AND BUSTERS",-55.75
2022-09-06,"AMAZON.COM",-11.89
2022-09-07,"SUBWAY",-84.52
2022-09-07,"LOCAL COFFEE SHOP",-7.94
2022-09-07,"CVS",-46.35
2022-09-07,"AMC THEATRES",-55.81
2022-09-08,"WALMART SUPERCENTER",-106.44
2022-09-08,"SHELL OIL",-48.84
2022-09-08,"LOCAL BISTRO",-23.23
2022-09-08,"STARBUCKS",-8.09
2022-09-09,"76 STATION",-60.46
2022-09-09,"UBER EATS",-38.55
2022-09-09,"DUNKIN",-9.98
2022-09-09,"UBER",-19.42
2022-09-09,"TICKETMASTER",-31.81
2022-09-09,"CVS PHARMACY",-35.88
2022-09-09,"MCDONALDS",-24.88
2022-09-09,"7-ELEVEN",-8.00
2022-09-09,"AMAZON.COM",-18.30
2022-09-10,"SAFEWAY",-16.39
2022-09-10,"ARCO AMPM",-50.14
2022-09-10,"IN-N-OUT BURGER",-43.16
2022-09-10,"STARBUCKS",-4.07
2022-09-11,"SPROUTS FARMERS MKT",-72.19
2022-09-11,"SHELL OIL",-46.64
2022-09-11,"SUSHI HOUSE",-34.87
2022-09-11,"DUNKIN",-4.10
2022-09-11,"LYFT",-29.58
2022-09-12,"EXXON MOBIL",-50.73
2022-09-12,"PIZZA PORT",-37.33
2022-09-12,"PHILZ COFFEE",-11.32
2022-09-12,"WALGREENS",-19.55
2022-09-13,"EXXON MOBIL",-62.40
2022-09-13,"CHIPOTLE",-19.73
2022-09-13,"DUNKIN",-9.84
2022-09-13,"CLIPPER CARD",-25.89
2022-09-13,"AMAZON.COM",-17.88
2022-09-14,"EXXON MOBIL",-71.53
2022-09-14,"LOCAL BISTRO",-11.21
2022-09-14,"PEETS COFFEE",-9.60
2022-09-15,"PAYROLL DEPOSIT",4490.53
2022-09-15,"CHEVRON",-47.14
2022-09-15,"SUSHI HOUSE",-19.21
2022-09-15,"LOCAL COFFEE SHOP",-9.04
2022-09-15,"GOOGLE STORAGE",-14.65
2022-09-15,"CLIPPER CARD",-15.56
2022-09-16,"LOCAL MARKET",-21.31
2022-09-16,"LOCAL BISTRO",-40.49
2022-09-16,"DUNKIN",-4.71
2022-09-17,"SPROUTS FARMERS MKT",-95.39
2022-09-17,"ARCO AMPM",-64.09
2022-09-17,"PANERA BREAD",-25.32
2022-09-17,"DUNKIN",-8.53
2022-09-17,"WALMART.COM",-47.48
2022-09-17,"SPOTIFY",-30.79
2022-09-17,"MCDONALDS",-17.05
2022-09-17,"STARBUCKS",-18.47
2022-09-18,"WHOLE FOODS MKT",-81.20
2022-09-18,"ARCO AMPM",-49.63
2022-09-18,"PIZZA PORT",-24.60
2022-09-18,"DUNKIN",-5.66
2022-09-18,"KINDLE EBOOK",-69.87
2022-09-19,"ARCO AMPM",-65.04
2022-09-19,"SUSHI HOUSE",-15.70
2022-09-19,"PHILZ COFFEE",-9.95
2022-09-19,"LIME SCOOTER",-22.72
2022-09-19,"STEAM GAMES",-37.72
2022-09-20,"SPROUTS FARMERS MKT",-111.64
2022-09-20,"EXXON MOBIL",-40.01
2022-09-20,"LOCAL BISTRO",-8.71
2022-09-20,"LOCAL COFFEE SHOP",-4.14
2022-09-20,"UBER",-16.78
2022-09-20,"SPOTIFY",-16.76
2022-09-20,"AMAZON.COM",-22.94
2022-09-21,"SHELL OIL",-41.57
2022-09-21,"CHIPOTLE",-11.07
2022-09-21,"STARBUCKS",-4.33
2022-09-22,"TRADER JOES",-110.00
2022-09-22,"ARCO AMPM",-52.06
2022-09-22,"IN-N-OUT BURGER",-39.50
2022-09-22,"STARBUCKS",-7.84
2022-09-23,"UBER EATS",-24.91
2022-09-23,"STARBUCKS",-7.25
2022-09-23,"CLIPPER CARD",-18.02
2022-09-23,"CVS PHARMACY",-23.62
2022-09-24,"COSTCO WHOLESALE",-54.49
2022-09-24,"CHEVRON",-39.09
2022-09-24,"PANERA BREAD",-84.66
2022-09-24,"LOCAL COFFEE SHOP",-8.30
2022-09-25,"LOCAL MARKET",-119.81
2022-09-25,"CHEVRON",-68.23
2022-09-25,"TACO BELL",-42.44
2022-09-25,"STARBUCKS",-5.17
2022-09-25,"FASTTRAK",-27.07
2022-09-25,"MCDONALDS",-19.56
2022-09-26,"COSTCO WHOLESALE",-88.86
2022-09-26,"ARCO AMPM",-61.05
2022-09-26,"SUSHI HOUSE",-34.28
2022-09-26,"STARBUCKS",-9.43
2022-09-26,"EBAY",-26.67
2022-09-26,"STARBUCKS",-22.67
2022-09-27,"ARCO AMPM",-74.72
2022-09-27,"MCDONALDS",-31.64
2022-09-27,"LOCAL COFFEE SHOP",-10.40
2022-09-27,"7-ELEVEN",-9.09
2022-09-28,"CHEVRON",-57.99
2022-09-28,"MCDONALDS",-20.34
2022-09-28,"STARBUCKS",-9.88
2022-09-29,"SHELL OIL",-46.60
2022-09-29,"SUSHI HOUSE",-12.57
2022-09-29,"DUNKIN",-4.57
2022-09-30,"PG&E ELECTRIC",-105.67
2022-09-30,"SAFEWAY",-40.72
2022-09-30,"EXXON MOBIL",-47.92
2022-09-30,"SUSHI HOUSE",-87.42
2022-09-30,"STARBUCKS",-9.25
2022-09-30,"MCDONALDS",-14.13
2022-09-30,"AMAZON.COM",-15.21
2022-10-01,"DIRECT DEPOSIT - EMPLOYER",4297.64
2022-10-01,"SUMMIT VILLAGE APT",-2400.00
2022-10-01,"WALMART SUPERCENTER",-93.60
2022-10-01,"EXXON MOBIL",-57.99
2022-10-01,"TACO BELL",-78.96
2022-10-01,"LOCAL COFFEE SHOP",-10.84
2022-10-01,"NETFLIX.COM",-5.44
2022-10-01,"GAP",-55.76
2022-10-01,"FASTTRAK",-7.19
2022-10-01,"PLANET FITNESS",-54.07
2022-10-01,"7-ELEVEN",-23.10
2022-10-02,"COSTCO WHOLESALE",-27.91
2022-10-02,"EXXON MOBIL",-40.48
2022-10-02,"MCDONALDS",-23.38
2022-10-02,"PHILZ COFFEE",-11.54
2022-10-02,"BEST BUY",-46.11
2022-10-02,"FASTTRAK",-10.91
2022-10-02,"SPOTIFY",-59.20
2022-10-02,"AMAZON.COM",-20.28
2022-10-03,"WHOLE FOODS MKT",-55.24
2022-10-03,"SUSHI HOUSE",-34.22
2022-10-03,"LOCAL COFFEE SHOP",-6.67
2022-10-03,"LIME SCOOTER",-11.59
2022-10-03,"TICKETMASTER",-25.85
2022-10-03,"STARBUCKS",-23.12
2022-10-04,"CHEVRON",-70.21
2022-10-04,"DOORDASH",-50.33
2022-10-04,"DUNKIN",-9.96
2022-10-04,"NYT SUBSCRIPTION",-17.47
2022-10-04,"GAP",-67.38
2022-10-04,"7-ELEVEN",-17.62
2022-10-05,"ARCO AMPM",-36.63
2022-10-05,"MCDONALDS",-25.93
2022-10-05,"PHILZ COFFEE",-4.79
2022-10-05,"UNIQLO",-76.32
2022-10-05,"AMAZON.COM",-13.11
2022-10-05,"7-ELEVEN",-15.13
2022-10-06,"SHELL OIL",-63.81
2022-10-06,"IN-N-OUT BURGER",-42.09
2022-10-06,"STARBUCKS",-8.27
2022-10-06,"BART TICKET",-25.83
2022-10-06,"TICKETMASTER",-50.47
2022-10-06,"CVS PHARMACY",-40.66
2022-10-07,"CHEVRON",-63.36
2022-10-07,"SUBWAY",-16.14
2022-10-07,"PHILZ COFFEE",-4.78
2022-10-07,"PARKING METER",-6.41
2022-10-07,"STARBUCKS",-24.52
2022-10-07,"STARBUCKS",-21.29
2022-10-08,"LOCAL MARKET",-47.72
2022-10-08,"SHELL OIL",-69.43
2022-10-08,"CHIPOTLE",-12.15
2022-10-08,"LOCAL COFFEE SHOP",-7.74
2022-10-08,"CVS",-66.79
2022-10-08,"TICKETMASTER",-38.21
2022-10-09,"LOCAL MARKET",-41.01
2022-10-09,"ARCO AMPM",-42.43
2022-10-09,"LOCAL BISTRO",-37.61
2022-10-09,"PEETS COFFEE",-8.37
2022-10-09,"LIME SCOOTER",-4.37
2022-10-09,"COPAY",-30.77
2022-10-10,"UBER EATS",-39.19
2022-10-10,"PEETS COFFEE",-11.67
2022-10-10,"GOOGLE STORAGE",-6.43
2022-10-11,"SHELL OIL",-38.97
2022-10-11,"DOORDASH",-19.33
2022-10-11,"DUNKIN",-5.47
2022-10-11,"FASTTRAK",-26.94
2022-10-11,"COPAY",-26.71
2022-10-12,"EXXON MOBIL",-56.92
2022-10-12,"PIZZA PORT",-12.43
2022-10-12,"PHILZ COFFEE",-10.46
2022-10-12,"GAP",-12.12
2022-10-12,"PARKING METER",-11.04
2022-10-13,"TRADER JOES",-72.88
2022-10-13,"CHIPOTLE",-31.62
2022-10-13,"PEETS COFFEE",-4.38
2022-10-13,"CVS",-68.97
2022-10-13,"LYFT",-25.97
2022-10-14,"SUSHI HOUSE",-38.81
2022-10-14,"STARBUCKS",-5.44
2022-10-14,"AMAZON.COM",-12.72
2022-10-15,"PAYROLL DEPOSIT",4337.82
2022-10-15,"SAFEWAY",-91.53
2022-10-15,"76 STATION",-49.35
2022-10-15,"MCDONALDS",-17.20
2022-10-15,"STARBUCKS",-10.55
2022-10-15,"FASTTRAK",-5.59
2022-10-16,"PG&E ELECTRIC",-137.78
2022-10-16,"TRADER JOES",-102.94
2022-10-16,"SHELL OIL",-55.12
2022-10-16,"CHIPOTLE",-25.26
2022-10-16,"STARBUCKS",-7.48
2022-10-16,"AMAZON.COM",-62.11
2022-10-16,"LYFT",-5.61
2022-10-16,"KINDLE EBOOK",-40.49
2022-10-16,"MCDONALDS",-8.99
2022-10-16,"7-ELEVEN",-15.81
2022-10-17,"TRADER JOES",-42.04
2022-10-17,"SHELL OIL",-71.77
2022-10-17,"SUBWAY",-10.70
2022-10-17,"LOCAL COFFEE SHOP",-8.05
2022-10-17,"APPLE ICLOUD",-18.89
2022-10-17,"CVS",-54.81
2022-10-17,"CLIPPER CARD",-14.79
2022-10-17,"KINDLE EBOOK",-51.80
2022-10-17,"COPAY",-42.45
2022-10-18,"PIZZA PORT",-24.56
2022-10-18,"LOCAL COFFEE SHOP",-9.42
2022-10-18,"AMAZON.COM",-20.61
2022-10-18,"STARBUCKS",-20.19
2022-10-19,"SUBWAY",-28.57
2022-10-19,"PHILZ COFFEE",-9.41
2022-10-19,"AMAZON.COM",-24.00
2022-10-19,"7-ELEVEN",-17.03
2022-10-20,"SUSHI HOUSE",-8.32
2022-10-20,"PEETS COFFEE",-8.60
2022-10-20,"MCDONALDS",-15.97
2022-10-21,"CHEVRON",-62.64
2022-10-21,"SUBWAY",-29.91
2022-10-21,"PEETS COFFEE",-7.96
2022-10-21,"NETFLIX.COM",-13.34
2022-10-21,"GAP",-51.19
2022-10-21,"LYFT",-19.48
2022-10-21,"KINDLE EBOOK",-50.00
2022-10-22,"WHOLE FOODS MKT",-58.71
2022-10-22,"ARCO AMPM",-46.26
2022-10-22,"DOORDASH",-34.53
2022-10-22,"LOCAL COFFEE SHOP",-10.85
2022-10-23,"TRADER JOES",-117.30
2022-10-23,"76 STATION",-67.21
2022-10-23,"DOORDASH",-19.78
2022-10-23,"PEETS COFFEE",-11.98
2022-10-23,"GAP",-68.31
2022-10-23,"CLIPPER CARD",-13.44
2022-10-23,"STARBUCKS",-18.94
2022-10-24,"CHIPOTLE",-44.58
2022-10-24,"PHILZ COFFEE",-5.58
2022-10-24,"HULU",-16.07
2022-10-25,"TRADER JOES",-108.08
2022-10-25,"PANERA BREAD",-18.29
2022-10-25,"STARBUCKS",-4.54
2022-10-25,"EBAY",-53.79
2022-10-26,"ARCO AMPM",-67.43
2022-10-26,"DOORDASH",-16.51
2022-10-26,"STARBUCKS",-4.28
2022-10-26,"CVS",-35.02
2022-10-27,"SDG&E UTILITIES",-42.98
2022-10-27,"ARCO AMPM",-56.86
2022-10-27,"TACO BELL",-36.11
2022-10-27,"DUNKIN",-9.35
2022-10-27,"TARGET",-49.68
2022-10-27,"CLIPPER CARD",-5.49
2022-10-28,"LOCAL BISTRO",-42.78
2022-10-28,"STARBUCKS",-11.94
2022-10-28,"PARKING METER",-18.17
2022-10-28,"SPOTIFY",-8.50
2022-10-29,"TRADER JOES",-52.52
2022-10-29,"CHEVRON",-71.31
2022-10-29,"MCDONALDS",-31.28
2022-10-29,"DUNKIN",-5.15
2022-10-29,"UBER",-8.70
2022-10-30,"WHOLE FOODS MKT",-93.54
2022-10-30,"ARCO AMPM",-52.58
2022-10-30,"PANERA BREAD",-18.23
2022-10-30,"PEETS COFFEE",-11.85
2022-10-30,"NETFLIX.COM",-7.10
2022-10-30,"DAVE AND BUSTERS",-12.92
2022-10-30,"MCDONALDS",-12.25
2022-10-31,"PIZZA PORT",-30.51
2022-10-31,"PEETS COFFEE",-6.92
2022-10-31,"TARGET",-65.42
2022-10-31,"BART TICKET",-16.31
2022-10-31,"PLAYSTATION NETWORK",-54.19
2022-10-31,"STARBUCKS",-23.73
2022-11-01,"ACH PAYROLL",4479.43
2022-11-01,"SUMMIT VILLAGE APT",-2400.00
2022-11-01,"PG&E ELECTRIC",-113.67
2022-11-01,"TRADER JOES",-108.74
2022-11-01,"SHELL OIL",-70.00
2022-11-01,"TACO BELL",-32.79
2022-11-01,"LOCAL COFFEE SHOP",-5.63
2022-11-01,"AMAZON.COM",-78.72
2022-11-01,"LIME SCOOTER",-19.64
2022-11-01,"24 HOUR FITNESS",-41.46
2022-11-02,"VERIZON WIRELESS",-137.86
2022-11-02,"ARCO AMPM",-58.27
2022-11-02,"MCDONALDS",-110.02
2022-11-02,"STARBUCKS",-4.89
2022-11-02,"UBER",-12.09
2022-11-03,"PANERA BREAD",-22.57
2022-11-03,"STARBUCKS",-4.01
2022-11-03,"UNIQLO",-20.19
2022-11-04,"PANERA BREAD",-11.46
2022-11-04,"STARBUCKS",-11.94
2022-11-04,"GAP",-173.92
2022-11-04,"STARBUCKS",-8.42
2022-11-05,"TRADER JOES",-18.78
2022-11-05,"SHELL OIL",-54.45
2022-11-05,"CHIPOTLE",-36.91
2022-11-05,"DUNKIN",-10.41
2022-11-05,"TARGET",-39.22
2022-11-06,"LOCAL MARKET",-52.52
2022-11-06,"76 STATION",-47.96
2022-11-06,"PANERA BREAD",-17.55
2022-11-06,"DUNKIN",-5.49
2022-11-06,"WALMART.COM",-105.69
2022-11-07,"UBER EATS",-25.92
2022-11-07,"LOCAL COFFEE SHOP",-9.90
2022-11-07,"MCDONALDS",-19.73
2022-11-08,"76 STATION",-74.69
2022-11-08,"DOORDASH",-23.98
2022-11-08,"PEETS COFFEE",-5.30
2022-11-08,"WALMART.COM",-46.59
2022-11-08,"7-ELEVEN",-15.05
2022-11-08,"MCDONALDS",-6.94
2022-11-09,"ARCO AMPM",-69.84
2022-11-09,"PIZZA PORT",-18.29
2022-11-09,"PHILZ COFFEE",-7.56
2022-11-09,"DOLLAR STORE",-21.31
2022-11-09,"PARKING METER",-4.73
2022-11-09,"DAVE AND BUSTERS",-59.07
2022-11-10,"COMCAST INTERNET",-104.43
2022-11-10,"TRADER JOES",-17.19
2022-11-10,"ARCO AMPM",-69.05
2022-11-10,"LOCAL BISTRO",-33.56
2022-11-10,"PEETS COFFEE",-6.52
2022-11-11,"EXXON MOBIL",-62.27
2022-11-11,"SUBWAY",-39.47
2022-11-11,"LOCAL COFFEE SHOP",-6.93
2022-11-12,"SPROUTS FARMERS MKT",-108.53
2022-11-12,"CHEVRON",-63.32
2022-11-12,"SUBWAY",-28.13
2022-11-12,"STARBUCKS",-8.59
2022-11-12,"AMAZON.COM",-24.61
2022-11-13,"WALMART SUPERCENTER",-96.05
2022-11-13,"EXXON MOBIL",-74.51
2022-11-13,"IN-N-OUT BURGER",-18.64
2022-11-13,"LOCAL COFFEE SHOP",-10.61
2022-11-14,"PANERA BREAD",-9.89
2022-11-14,"PHILZ COFFEE",-8.51
2022-11-15,"PAYROLL DEPOSIT",4481.69
2022-11-15,"CHEVRON",-55.23
2022-11-15,"UBER EATS",-14.48
2022-11-15,"STARBUCKS",-5.61
2022-11-15,"WALMART.COM",-26.75
2022-11-15,"DAVE AND BUSTERS",-43.02
2022-11-15,"AMAZON.COM",-13.81
2022-11-16,"TRADER JOES",-28.56
2022-11-16,"LOCAL BISTRO",-14.17
2022-11-16,"PHILZ COFFEE",-11.80
2022-11-16,"UNIQLO",-47.40
2022-11-16,"MCDONALDS",-10.72
2022-11-17,"PIZZA PORT",-11.76
2022-11-17,"PHILZ COFFEE",-10.71
2022-11-17,"PARKING METER",-29.44
2022-11-17,"RITE AID",-21.50
2022-11-18,"COMCAST INTERNET",-152.72
2022-11-18,"TRADER JOES",-56.51
2022-11-18,"EXXON MOBIL",-51.59
2022-11-18,"MCDONALDS",-12.06
2022-11-18,"DUNKIN",-6.43
2022-11-18,"DOLLAR STORE",-17.79
2022-11-18,"LYFT",-14.39
2022-11-18,"MCDONALDS",-7.86
2022-11-18,"MCDONALDS",-12.95
2022-11-19,"COSTCO WHOLESALE",-54.46
2022-11-19,"SHELL OIL",-67.72
2022-11-19,"DOORDASH",-23.24
2022-11-19,"DUNKIN",-6.08
2022-11-19,"KINDLE EBOOK",-46.29
2022-11-19,"COPAY",-48.92
2022-11-19,"AMAZON.COM",-16.67
2022-11-20,"SAFEWAY",-119.99
2022-11-20,"SHELL OIL",-63.91
2022-11-20,"LOCAL BISTRO",-19.71
2022-11-20,"STARBUCKS",-8.83
2022-11-21,"TACO BELL",-40.69
2022-11-21,"LOCAL COFFEE SHOP",-10.78
2022-11-21,"WALMART.COM",-14.30
2022-11-21,"UBER",-27.40
2022-11-21,"CVS PHARMACY",-39.35
2022-11-22,"ARCO AMPM",-71.85
2022-11-22,"SUSHI HOUSE",-10.87
2022-11-22,"DUNKIN",-4.41
2022-11-23,"MCDONALDS",-16.06
2022-11-23,"DUNKIN",-9.03
2022-11-23,"BEST BUY",-32.17
2022-11-24,"76 STATION",-58.86
2022-11-24,"SUSHI HOUSE",-38.68
2022-11-24,"LOCAL COFFEE SHOP",-5.64
2022-11-24,"WALMART.COM",-137.01
2022-11-24,"PLAYSTATION NETWORK",-12.32
2022-11-24,"STARBUCKS",-11.17
2022-11-25,"ARCO AMPM",-67.13
2022-11-25,"CHIPOTLE",-19.79
2022-11-25,"LOCAL COFFEE SHOP",-6.64
2022-11-25,"AMAZON.COM",-63.43
2022-11-25,"LIME SCOOTER",-21.63
2022-11-25,"AMAZON.COM",-18.91
2022-11-25,"AMAZON.COM",-11.84
2022-11-26,"WALMART SUPERCENTER",-51.82
2022-11-26,"EXXON MOBIL",-44.75
2022-11-26,"LOCAL BISTRO",-44.10
2022-11-26,"PEETS COFFEE",-4.22
2022-11-26,"SPOTIFY USA",-16.70
2022-11-26,"MCDONALDS",-15.97
2022-11-27,"LOCAL MARKET",-114.27
2022-11-27,"CHEVRON",-74.04
2022-11-27,"LOCAL BISTRO",-12.82
2022-11-27,"LOCAL COFFEE SHOP",-6.27
2022-11-27,"AMAZON.COM",-67.15
2022-11-27,"UBER",-8.57
2022-11-27,"AMAZON.COM",-20.39
2022-11-28,"CHEVRON",-42.73
2022-11-28,"SUSHI HOUSE",-15.28
2022-11-28,"PEETS COFFEE",-10.05
2022-11-28,"PLAYSTATION NETWORK",-8.48
2022-11-29,"ARCO AMPM",-53.62
2022-11-29,"MCDONALDS",-32.61
2022-11-29,"PEETS COFFEE",-8.44
2022-11-29,"EBAY",-42.16
2022-11-30,"VERIZON WIRELESS",-124.45
2022-11-30,"DOORDASH",-14.44
2022-11-30,"PEETS COFFEE",-9.44
2022-11-30,"GAP",-74.55
2022-11-30,"7-ELEVEN",-20.99
2022-12-01,"ACH PAYROLL",4424.28
